WorkerID,Entry_date,Ability,Reputation,Like_list_len,Block_list_len,ratings,mid_thres,low_thre,Tasks,
520,37,37,0.894380564,320,11,5392,23,18,87,452
521,37,87,-1,263,1,12731,37,13,5,1854
522,38,69,0.33,306,0,10015,27,10,60,1122
523,38,57,-0.841989677,315,11,8137,25,19,13,760
524,38,85,0.873732692,326,11,12061,23,19,86,1702
525,39,51,0.548943489,327,6,7326,21,16,69,619
526,39,31,0.33,204,0,4495,46,10,51,337
527,39,61,0.618079181,242,6,8689,40,16,72,828
528,39,33,0.33,274,11,4679,31,18,51,327
529,39,38,0.408709561,212,1,5533,45,12,63,412
530,39,74,0.358712479,288,1,10594,30,12,61,1184
531,39,20,0.705209351,294,9,2866,27,17,77,209
532,39,44,1,242,15,6190,39,20,97,511
533,40,9,0.477188976,282,3,1270,26,14,66,80
534,40,54,0.589158332,214,1,7699,45,12,71,690
535,40,78,0.064784179,329,1,11074,21,11,37,1326
536,40,73,0.218626996,262,1,10335,37,11,45,1126
537,40,30,-1,255,11,4214,37,18,5,312
538,40,20,-0.188787452,276,9,2837,30,17,26,210
539,40,70,0.55965967,216,6,9814,45,16,70,1111
540,40,17,-1,275,11,2408,30,19,5,153
541,40,64,0.33,273,4,9052,34,15,56,859
542,40,74,0.089309268,246,11,10250,39,19,38,1079
543,40,52,-1,307,6,7371,26,16,4,652
544,40,19,0.758242289,275,11,2691,30,19,80,161
545,40,77,-0.904945328,230,4,10883,42,14,12,1249
546,40,91,-0.162642125,268,4,12876,36,15,28,2056
547,40,57,-1,328,1,8116,22,11,6,718
548,40,2,-1,175,0,278,23,11,6,25
549,40,21,0.33,205,11,2972,45,18,60,199
550,41,46,0.33,190,1,6567,48,12,60,534
551,41,58,0.476257796,267,1,8177,36,12,66,753
552,42,84,0.018225416,263,6,11552,37,16,35,1509
553,42,39,0.651061867,277,3,5528,31,14,74,418
554,42,76,1,210,1,10546,46,13,92,1227
555,42,55,1,323,6,7603,23,16,97,641
556,43,74,-0.303164907,230,0,10133,42,10,22,1116
557,43,19,0.505944319,289,1,2658,28,13,67,185
558,43,8,1,292,1,1128,23,13,99,55
559,43,100,0.33,240,6,15167,41,16,60,4103
560,43,89,0.33,326,9,11974,23,17,53,1739
561,43,18,0.728371167,306,1,2511,24,11,79,181
562,43,62,0.33,262,1,8532,37,11,52,829
563,43,75,0.33,329,11,10036,21,19,56,1164
564,43,41,0.234939696,219,0,5721,44,10,46,451
565,43,62,0.722472225,253,0,8551,38,10,78,800
566,43,62,-1,200,15,8257,47,20,2,750
567,44,78,0.33,230,4,10513,42,15,60,1211
568,44,98,-0.001957182,268,3,13826,36,14,34,2934
569,44,36,0.269148936,212,15,4794,45,20,48,364
570,44,94,0.33,231,11,12609,42,19,51,2147
571,44,41,-0.303576512,292,3,5620,29,14,22,426
572,44,53,0.33,186,0,7234,49,10,59,633
573,44,41,-0.064407381,249,1,5636,38,12,32,445
574,44,59,0.304879179,319,3,7987,24,14,50,755
575,45,61,0.33,242,15,7920,40,20,52,760
576,45,61,0.409512804,325,11,8005,23,18,63,739
577,45,7,0.601526316,241,0,950,33,10,71,40
578,45,88,0.137283613,211,3,11692,46,14,41,1626
579,45,88,-1,268,1,11737,36,13,5,1649
580,45,27,-0.847079304,183,6,3619,49,16,13,255
581,45,57,-0.172807843,325,1,7650,23,12,27,687
582,45,16,0.147244898,204,6,2156,45,16,42,142
583,45,38,0.256332872,291,11,5053,29,18,47,383
584,45,34,0.391406802,221,11,4528,43,18,62,303
585,46,85,0.33,224,11,10972,44,19,52,1432
586,46,56,-0.278182191,305,9,7311,27,17,23,632
587,46,54,0.33,279,1,7173,31,12,55,607
588,46,26,0.060751105,182,11,3395,49,18,37,222
589,46,6,0.119326683,223,1,802,37,11,41,51
590,46,7,-0.222992383,214,10,919,39,19,25,50
591,46,51,-1,182,6,6742,50,16,10,609
592,46,11,0.107884615,181,1,1456,47,12,40,101
593,46,10,0.33,277,10,1277,28,18,60,82
594,46,84,0.433062673,243,11,10850,40,18,65,1384
595,47,36,-0.465508757,320,0,4796,23,10,19,325
596,47,52,0.121507692,198,3,6825,47,14,40,544
597,47,17,0.678754967,234,0,2265,39,10,76,139
598,47,36,-0.692970318,237,11,4683,40,18,15,348
599,47,32,-0.966105882,321,1,4250,22,12,11,330
600,47,20,0.33,241,1,2650,38,13,58,177
601,47,55,0.087914349,304,3,7192,27,14,38,583
602,47,65,-1,200,11,8340,47,19,5,791
603,47,99,0.358583785,227,4,13642,43,15,61,3095
604,47,9,-1,249,4,1172,33,15,2,68
605,47,7,1,228,8,912,37,17,91,53
606,47,28,-0.568977456,322,0,3726,21,10,17,255
607,47,39,0.33,302,9,5127,27,17,56,387
608,47,94,0.940573432,326,11,12120,23,18,89,2033
609,47,16,-0.960400381,229,9,2098,40,17,11,142
610,47,32,-0.906751746,219,11,4153,43,18,12,311
611,47,62,1,242,3,8094,40,14,91,745
612,47,45,0.152860573,223,11,5831,43,19,42,458
613,47,88,-1,224,0,11470,44,10,9,1610
614,47,89,0.556336523,268,0,11601,36,10,70,1678
615,48,61,1,230,1,7878,42,13,92,699
616,48,37,0.122110927,276,4,4832,31,15,40,369
617,48,2,-0.738536585,165,4,246,21,17,14,17
618,48,63,0.045062762,306,15,7887,27,20,36,730
619,48,32,0.969822712,180,4,4174,50,15,90,293
620,48,86,-0.175022665,185,1,11030,50,11,27,1532
621,48,12,0.110284974,176,3,1544,48,14,40,89
622,48,28,0.705500547,270,3,3656,32,14,77,253
623,48,47,0.33,303,4,6101,27,15,59,483
624,48,86,0.267725461,211,11,10789,46,18,48,1444
625,48,12,1,294,4,1543,25,15,93,105
626,48,62,0.108207571,302,4,7978,28,15,39,765
627,48,46,-1,239,9,5919,40,17,5,436
628,48,47,0.814833553,259,6,6068,37,16,83,458
629,48,1,0.634033613,79,2,119,37,18,72,12
630,49,36,0.94094181,241,1,4640,39,12,89,323
631,49,34,0.33,206,0,4400,46,10,55,315
632,49,81,0.33,254,11,10051,38,19,53,1174
633,50,63,1,192,4,7861,48,15,99,703
634,50,97,0.152958795,274,15,12086,34,20,42,2285
635,50,50,0.431449393,278,11,6175,31,18,65,496
636,50,90,-0.841140271,224,9,11050,44,17,13,1562
637,50,91,-0.176294211,247,1,11366,39,11,27,1704
638,50,25,-0.763929859,263,15,3051,34,20,14,217
639,50,45,-1,285,4,5670,30,15,3,419
640,50,82,0.547265442,263,1,10232,37,12,69,1222
641,50,47,1,236,11,5813,41,18,98,471
642,50,25,-1,181,11,3081,49,18,6,212
643,50,100,0.644361828,272,12,13570,35,19,73,3464
644,50,4,0.473856859,199,5,503,35,17,66,29
645,50,92,0.898914923,254,0,11566,38,10,87,1746
646,50,39,-1,181,15,4808,50,20,4,368
647,50,40,-0.005717164,269,11,4964,34,19,34,336
648,50,55,0.118411765,327,9,6800,21,17,40,546
649,51,56,0.268498047,308,1,6911,26,13,48,560
650,51,84,0.016941108,289,1,10324,30,11,35,1299
651,51,67,-1,246,3,8217,39,14,3,748
652,51,87,0.847347467,201,11,10424,47,19,85,1411
653,51,73,1,246,1,8956,39,12,98,930
654,51,75,0.432578507,210,1,9203,46,11,65,958
655,51,72,1,223,1,8844,44,12,93,898
656,51,25,0.303378509,243,3,3099,38,14,50,216
657,51,95,0.829207759,307,11,11600,27,18,84,1959
658,51,59,1,271,6,7214,35,16,95,649
659,51,95,0.969792241,320,11,11600,24,18,90,1970
660,51,95,0.33,326,1,11875,23,11,56,2083
661,51,26,0.33,202,9,3178,46,17,51,211
662,52,39,0.304849069,325,15,4671,21,20,50,352
663,52,4,0.33,134,7,486,50,18,51,25
664,52,52,0.287385827,208,1,6350,46,11,49,513
665,52,78,-1,315,16,9141,25,20,9,1000
666,52,79,-0.110690955,288,2,9552,30,13,30,1124
667,52,79,-1,210,9,9404,46,17,4,1040
668,52,93,-0.51821598,289,15,10964,30,20,18,1726
669,52,85,-0.963219585,320,9,10110,24,17,11,1283
670,52,87,0.33,243,11,10256,40,19,53,1282
671,52,9,-0.683091248,220,8,1074,39,17,15,60
672,52,39,0.303114686,206,6,4787,46,16,50,391
673,53,37,0.417969238,257,4,4486,37,15,64,326
674,53,75,0.33,216,9,8775,45,17,57,914
675,53,72,0.847339792,277,1,8567,32,11,85,875
676,53,35,0.876608201,237,6,4219,40,16,86,276
677,53,83,-0.190089385,189,3,9845,49,14,26,1151
678,53,93,0.731519498,247,1,11155,39,13,79,1739
679,53,85,0.287854323,326,0,10132,23,10,49,1313
680,53,12,-0.250209644,280,0,1431,28,10,24,77
681,53,11,0.634684411,264,0,1315,30,10,73,76
682,53,58,0.874218255,253,1,6946,38,13,86,584
683,53,91,-0.462551953,193,1,10827,48,11,19,1504
684,53,1,-0.522314815,77,0,108,30,12,18,3
685,54,12,0.140220641,197,1,1405,45,12,42,71
686,54,51,0.503326579,190,11,5922,48,19,67,494
687,54,91,0.059270637,320,3,10612,24,14,37,1477
688,54,69,-0.112262141,329,1,8072,21,11,30,723
689,54,14,-0.24898917,211,0,1662,43,10,24,85
690,54,28,0.431521219,302,1,3346,26,11,65,218
691,54,78,-0.306692948,223,9,9005,44,17,22,1032
692,54,95,-0.168267915,201,9,11108,47,17,28,1866
693,54,41,0.429944751,263,1,4887,36,11,65,340
694,54,63,0.288360744,315,1,7418,25,12,49,690
695,54,11,1,204,10,1264,43,19,94,71
696,54,69,-0.963437579,230,11,7898,42,19,11,772
697,55,49,-1,243,3,5718,39,14,3,445
698,55,12,-0.900539143,175,10,1354,48,18,12,82
699,55,44,0.33,238,9,5063,40,17,56,370
700,56,70,-0.304135701,184,4,7885,50,15,22,730
701,56,33,-0.067063087,289,11,3725,29,18,32,289
702,56,77,-0.14291934,328,1,8728,22,13,29,897
703,56,46,-0.18856244,186,6,5245,49,16,26,381
704,56,91,-0.249911602,303,16,9955,28,20,24,1420
705,56,81,0.730002177,211,1,9189,46,12,79,1011
706,56,60,0.270044027,277,4,6814,32,14,48,574
707,56,51,0.642246364,300,1,5845,28,12,73,445
708,57,61,0.970310042,239,15,6612,41,20,90,537
709,57,29,-1,302,1,3295,26,11,9,215
710,57,31,0.725831202,188,1,3519,48,13,78,237
711,57,5,0.615054545,177,10,550,42,18,72,34
712,57,4,-1,158,9,437,44,20,4,25
713,57,44,-1,235,3,4965,41,14,10,362
714,57,98,1,278,3,11328,32,14,99,2279
715,57,49,0.644537738,190,11,5419,48,18,73,384
716,57,51,-0.187484277,326,4,5724,22,15,26,400
717,57,16,-0.33,197,11,1768,46,19,21,86
718,57,68,-0.33,267,1,7575,36,11,21,734
719,57,80,-1,271,0,8933,35,10,8,1010
720,57,50,0.84758927,322,11,5517,23,18,85,401
721,58,10,0.048307985,287,10,1052,25,18,37,65
722,59,91,0.785041667,268,9,9600,36,17,81,1336
723,59,69,0.654400162,226,0,7427,43,10,74,693
724,59,86,-0.210450931,263,4,9181,37,15,25,1166
725,59,68,0.830391352,200,1,7308,47,11,84,668
726,59,50,-0.142223648,243,1,5455,39,13,29,356
727,59,64,0.234379604,242,0,6923,40,10,46,630
728,59,90,-0.562440489,297,1,9662,29,11,17,1359
729,59,46,1,285,6,4996,30,16,100,373
730,59,51,-0.160326797,269,6,5508,35,16,28,407
731,59,21,0.529197177,303,11,2267,25,18,68,154
732,59,67,0.233557466,302,1,7213,28,12,46,678
733,59,5,-0.227712177,169,1,542,43,11,25,25
734,59,75,1,273,1,8062,34,12,93,802
735,59,4,0.885990676,167,7,429,40,19,87,23
736,59,66,-0.0815625,319,6,7040,24,16,31,656
737,59,88,0.33,247,15,9126,39,20,51,1139
738,59,90,0.473373917,243,0,9692,40,10,66,1306
739,60,4,0.272541176,154,3,425,44,15,48,21
740,60,84,-0.110599047,240,4,8814,41,15,30,1050
741,61,92,-0.146347224,289,1,9527,30,10,29,1403
742,61,13,0.719290515,174,6,1339,49,16,79,72
743,61,71,0.233988351,184,9,7211,50,17,46,701
744,61,2,0.407989418,89,0,189,44,13,64,9
745,61,72,0.104766129,267,1,7440,36,13,39,688
746,61,54,1,313,1,5632,25,12,93,439
747,61,60,-0.111794626,242,0,6252,40,10,30,521
748,61,39,0.705541401,273,9,4082,32,17,77,279
749,61,15,0.33,312,3,1562,22,14,58,108
750,61,97,0.941596932,263,11,10038,37,18,89,1826
751,61,23,1,263,0,2423,34,10,96,144
752,61,52,0.942436799,260,15,5261,37,20,89,410
753,62,18,1,292,11,1826,27,19,99,103
754,62,15,0.036762215,227,1,1535,40,13,36,96
755,62,6,1,241,6,604,28,16,97,40
756,62,73,0.420949806,226,11,7212,43,18,64,729
757,62,34,0.816101062,196,9,3483,47,17,83,239
758,62,37,0.76182546,276,11,3747,31,19,80,248
759,62,26,-0.33,193,9,2634,47,17,21,182
760,62,78,0.828463332,328,11,7718,22,18,84,802
761,62,93,1,217,1,9433,45,13,93,1492
762,62,72,0.763183315,319,1,7288,24,12,80,650
763,62,48,0.133855958,182,1,4943,50,13,41,364
764,62,66,-1,329,4,6662,21,15,3,589
765,63,88,0.431047663,224,1,8686,44,12,65,1111
766,63,77,0.33,262,6,7552,37,16,58,791
767,63,56,0.899842266,252,1,5579,38,11,87,460
768,63,63,0.942252693,216,11,6126,45,19,89,527
769,63,16,0.699788462,228,15,1560,40,20,77,90
770,63,71,0.592639229,306,6,6949,27,16,71,646
771,63,17,-0.513331389,301,1,1714,25,13,18,119
772,63,59,0.502741497,319,1,5880,24,13,67,494
773,63,50,0.524801154,243,15,4853,39,20,68,366
774,63,7,-1,156,4,699,49,15,4,27
775,63,82,0.419333333,307,9,7980,27,17,64,927
776,64,94,-0.193716814,330,1,9153,21,12,26,1416
777,65,2,-0.318214286,107,1,168,31,15,22,9
778,65,3,1,140,0,268,36,12,93,20
779,65,72,1,325,1,6811,23,13,97,629
780,65,94,1,263,11,8722,37,18,96,1348
781,65,13,0.670528053,283,11,1212,28,18,76,60
782,65,47,0.671539485,239,1,4508,40,12,75,338
783,65,14,0.40632263,303,11,1308,24,19,63,77
784,65,80,0.08411245,267,6,7470,36,16,38,813
785,65,36,-1,320,1,3474,23,12,10,219
786,66,97,1,247,11,8941,39,19,94,1541
787,66,71,1,262,9,6434,37,17,93,523
788,67,15,0.714133333,309,4,1350,23,15,78,75
789,67,84,0.657337191,193,9,7432,48,17,74,841
790,67,52,-0.188690878,228,1,4736,42,12,26,360
791,67,35,0.33,314,0,3223,24,10,54,196
792,67,39,0.844285319,226,0,3610,42,10,85,230
793,67,29,-1,255,1,2675,37,11,10,178
794,67,51,0.943203192,300,4,4636,28,15,89,324
795,67,94,-0.250908106,185,11,8303,50,19,24,1258
796,67,37,-0.394364135,304,15,3279,26,20,20,231
797,67,69,0.40888926,184,15,5996,50,20,63,507
798,68,96,-0.559750058,224,1,8562,44,13,17,1468
799,68,23,-0.562475634,263,4,2052,34,15,17,119
800,68,98,0.943356042,211,0,8954,46,10,89,1737
801,69,76,0.471972205,184,9,6404,50,17,66,609
802,69,5,1,185,1,421,35,11,92,23
803,69,54,0.116126943,279,4,4632,31,15,40,333
804,69,66,-1,267,6,5605,36,16,6,484
805,69,14,0.099195597,179,11,1181,48,19,40,56
806,70,96,0.727046526,254,15,7845,38,20,78,1289
807,70,64,-1,329,1,5377,21,11,1,434
808,70,51,1,237,1,4313,41,12,96,316
809,70,16,-0.072711864,196,1,1357,46,13,32,87
810,70,17,1,291,1,1455,27,12,100,78
811,70,52,0.722938085,198,3,4377,47,14,78,302
812,70,19,-0.561701474,258,1,1628,34,13,17,85
813,70,5,0.120295567,188,6,406,32,17,41,16
814,70,11,0.625415755,191,3,914,45,14,73,41
815,70,80,0.780833584,253,3,6646,38,14,81,662
816,70,88,0.054021352,268,3,7306,36,14,37,890
817,70,83,-0.306254876,254,1,6921,38,12,22,721
818,70,69,0.970793678,315,1,5758,25,12,90,494
819,70,26,-0.507649203,258,6,2195,36,16,18,125
820,70,4,0.211324921,152,7,317,38,20,44,21
821,70,33,0.28659809,188,15,2722,48,20,49,158
822,71,97,0.078496354,320,6,7954,24,16,38,1372
823,71,89,0.673634978,320,1,7216,24,13,75,857
824,71,64,-1,273,6,5173,34,16,7,453
825,71,10,0.33,267,4,797,27,15,58,50
826,71,43,-0.192864553,298,11,3470,28,19,26,230
827,71,67,-0.275584463,275,1,5458,33,12,23,442
828,71,27,0.074979176,194,15,2161,47,20,38,123
829,71,33,-1,295,1,2743,28,11,8,188
830,71,53,0.761264368,221,1,4350,44,13,80,324
831,71,34,1,310,11,2762,25,19,93,160
832,71,71,0.523532364,253,0,5778,38,10,68,513
833,71,99,-0.307973964,326,1,8450,23,11,22,1704
834,71,27,-1,269,15,2161,32,20,2,123
835,71,45,-0.964954399,325,0,3728,22,10,11,245
836,72,14,0.33,178,11,1095,48,19,57,59
837,72,60,-0.624213013,184,11,4657,50,19,16,347
838,72,91,0.33,282,15,6911,31,20,59,941
839,72,86,0.901229759,185,15,6546,50,20,87,757
840,72,7,-0.167666068,144,9,557,50,19,29,28
841,72,90,0.283627295,227,11,6917,43,18,49,872
842,72,39,1,273,6,3133,32,16,95,201
843,72,88,-0.963856045,289,11,6766,30,18,11,848
844,73,82,0.33,231,11,6127,42,18,60,625
845,73,3,0.032843602,130,5,211,30,20,37,13
846,73,99,-0.559458983,307,1,7948,27,12,17,1556
847,73,16,1,299,0,1251,25,10,97,61
848,73,27,0.682271401,234,11,2056,40,18,76,124
849,73,75,1,253,0,5760,38,10,98,539
850,73,84,-0.276323738,307,6,6357,27,16,23,647
851,73,7,0.33,162,0,549,46,11,57,36
852,73,98,0.144925179,329,4,7685,22,15,42,1367
853,73,10,0.029757739,228,10,743,36,18,36,39
854,73,56,0.269668906,209,15,4168,46,20,48,284
855,74,52,0.055963918,326,1,3880,22,12,37,300
856,74,29,-0.768639672,299,4,2198,27,15,14,125
857,74,59,0.734900024,281,15,4251,31,20,79,338
858,74,21,0.297825529,302,11,1559,25,18,50,95
859,74,13,-1,248,15,943,34,20,4,49
860,74,23,0.826724138,192,3,1740,47,14,84,98
861,74,77,0.301208443,296,4,5685,29,15,50,552
862,74,86,0.55883951,282,1,6368,31,13,70,726
863,74,49,1,303,1,3676,27,13,92,266
864,74,37,1,248,9,2764,38,17,95,155
865,74,83,0.33,240,1,6149,41,11,53,665
866,74,99,1,263,15,7403,37,20,95,1483
867,74,84,0.941776773,185,5,6191,50,15,89,651
868,74,21,-0.149735683,204,1,1589,45,12,29,100
869,75,89,-0.842981852,217,0,6392,45,10,13,839
870,75,44,0.588416347,222,9,3132,43,17,71,212
871,75,45,0.814127712,243,1,3273,39,12,83,218
872,75,68,-0.083569224,262,1,4861,37,13,31,428
873,75,82,1,201,6,5803,47,16,91,593
874,75,97,0.33,330,1,7100,21,13,53,1212
875,75,9,-0.388716745,271,0,639,21,13,20,27
876,75,68,0.232106562,184,1,4861,50,12,46,427
877,75,49,0.389790026,306,15,3429,26,20,62,247
878,75,43,-0.11612713,238,11,3052,40,18,30,191
879,75,59,-0.397110016,184,0,4263,50,10,20,340
880,75,42,1,222,4,3053,43,15,98,218
881,76,46,0.723138777,227,4,3221,42,15,78,226
882,76,17,-1,308,1,1209,23,11,3,79
883,76,83,-0.210617478,274,1,5733,34,12,25,573
884,76,81,-0.20987152,189,1,5604,49,12,25,534
885,76,8,0.510247788,222,0,565,31,12,67,30
886,76,59,0.796801944,239,1,4115,41,12,82,305
887,76,56,-0.563900256,276,1,3910,32,12,17,283
888,77,84,0.301362138,231,11,5462,42,18,50,591
889,77,88,0.795414601,303,3,5849,28,14,82,695
890,77,64,0.876743806,277,1,4278,32,12,86,357
891,77,43,0.941919505,219,3,2907,44,14,89,188
892,77,17,0.556470588,245,15,1139,37,20,70,55
893,77,16,0.588682525,227,3,1093,39,14,71,62
894,77,14,0.7655,263,11,920,30,18,81,51
895,77,21,0.122396576,315,11,1402,21,19,41,77
896,77,58,-1,230,1,3904,42,13,10,277
897,77,56,0.128810409,280,1,3766,31,12,41,300
898,77,40,0.875588991,273,1,2725,32,13,86,175
899,77,47,-0.16130325,303,4,3169,27,15,28,182
900,78,54,-0.33,221,6,3435,44,16,21,257
901,78,8,0.33,135,0,533,50,11,56,24
902,78,38,0.47087885,297,11,2435,28,19,66,172
903,78,19,1,290,15,1211,27,20,98,72
904,78,56,1,187,0,3620,49,10,93,282
905,78,45,0.698889269,316,1,2926,24,11,77,206
906,78,82,-0.697643667,217,6,5203,45,16,15,513
907,78,45,1,270,11,2854,34,19,99,187
908,78,71,0.474298613,210,1,4541,46,13,66,382
909,78,54,0.12912198,208,11,3394,46,19,41,240
910,78,71,-0.773223959,200,1,4541,47,12,14,347
911,78,83,-1,303,1,5325,28,12,9,537
912,78,83,0.877575587,274,1,5325,34,13,86,541
913,78,82,-1,272,11,5134,35,19,5,544
914,79,25,-0.399765079,315,1,1575,23,12,20,102
915,79,20,0.598330592,305,15,1216,24,20,71,71
916,79,12,-0.192575342,275,3,730,25,15,27,33
917,79,20,0.670886581,257,3,1252,35,14,75,70
918,79,17,1,263,1,1086,31,12,99,69
919,79,5,-0.181661238,104,10,307,50,20,27,12
920,79,95,1,330,2,5906,21,13,99,910
921,79,64,0.940082709,306,11,3869,27,19,89,324
922,79,49,0.429151979,243,9,3007,39,17,65,230
923,80,4,-0.160042918,97,0,233,46,12,28,8
924,80,10,-0.507521368,220,0,585,32,12,18,22
925,80,100,-0.215190311,201,4,6358,47,15,25,1443
926,80,26,0.33,233,0,1575,40,10,55,101
927,80,33,-1,321,0,1998,22,10,8,115
928,80,15,0.665,188,11,886,46,19,75,51
929,80,29,-0.115044092,312,15,1701,24,20,30,106
930,80,30,-0.243502203,270,0,1816,32,10,24,102
931,80,12,0.630542857,281,3,700,22,15,73,40
932,80,34,0.286511628,283,3,2064,30,14,49,123
933,80,98,0.686891756,282,0,5968,31,10,76,1054
934,80,10,1,147,0,585,48,10,95,19
935,80,81,1,189,3,4766,49,14,91,502
936,80,91,-1,243,11,5218,40,18,8,652
937,80,18,1,260,4,1097,32,15,94,57
938,80,11,-0.104210526,217,0,646,37,10,31,37
939,80,48,-0.164942609,299,0,2875,28,10,28,178
940,80,56,0.587568862,229,1,3340,42,13,71,238
941,80,16,0.419793814,168,1,970,50,11,64,51
942,80,53,0.267192539,240,1,3163,40,13,48,214
943,81,91,0.30210722,289,1,5111,30,12,50,635
944,81,14,0.33,200,15,770,42,20,51,34
945,81,48,-1,322,4,2714,23,15,2,193
946,81,54,0.699080798,294,1,3057,29,13,77,240
947,81,53,0.253062106,275,1,3011,32,12,47,205
948,81,33,0.798712446,263,6,1864,35,16,82,110
949,81,74,0.19649527,275,4,4123,33,15,44,360
950,81,13,-1,253,11,719,29,19,7,37
951,82,39,1,222,1,2148,43,11,94,126
952,82,81,-0.116424501,227,11,4212,43,18,30,423
953,82,70,0.433774158,275,11,3622,33,19,65,280
954,82,98,1,240,0,5409,41,10,95,963
955,82,62,0.080785908,210,1,3321,46,11,38,246
956,82,32,0.969070975,320,1,1733,22,12,90,99
957,82,40,0.33,258,1,2179,37,13,51,113
958,82,91,0.720168378,310,0,4870,26,10,78,661
959,82,15,0.715886076,199,9,790,43,19,78,45
960,82,77,-1,288,4,4075,30,15,6,393
961,82,33,0.854924331,203,14,1718,46,20,85,102
962,82,43,0.797668874,206,10,2265,46,19,82,132
963,82,33,0.113812186,269,0,1789,32,10,40,126
964,82,4,-1,136,3,208,28,17,5,11
965,82,70,0.302574204,288,3,3706,30,14,50,307
966,83,27,-1,262,8,1353,35,17,9,87
967,83,43,0.299372157,267,1,2198,35,13,50,128
968,83,51,-0.459089835,275,8,2538,32,17,19,171
969,83,66,-0.192970297,277,1,3333,32,13,26,266
970,83,24,-0.187604594,305,1,1219,24,12,26,70
971,83,27,0.876928729,193,6,1361,47,16,86,71
972,83,11,-0.086906077,147,0,543,48,11,32,21
973,83,43,0.33,238,10,2141,40,19,59,124
974,83,72,-1,192,3,3620,48,14,3,297
975,83,12,-0.446570946,147,2,592,50,14,19,37
976,83,21,0.618049242,187,6,1056,47,16,72,57
977,83,71,-0.702243888,281,15,3436,31,20,15,291
978,83,68,-1,275,15,3300,33,20,8,253
979,84,37,0.297733333,296,4,1800,28,15,50,111
980,84,45,0.755857934,259,4,2168,37,15,80,158
981,84,92,0.125479963,217,11,4292,45,19,41,559
982,84,52,-0.633231583,186,6,2457,49,16,16,180
983,84,26,1,232,10,1215,40,19,99,62
984,84,96,0.095696448,254,1,4645,38,13,39,731
985,84,78,1,296,1,3709,29,12,94,350
986,84,33,-0.518560261,259,14,1535,36,20,18,99
987,84,77,0.078975904,223,3,3652,44,14,38,333
988,84,11,0.33,178,3,509,40,15,55,29
989,84,24,-0.572414996,213,1,1147,43,12,17,44
990,85,83,-0.082992939,276,6,3682,33,16,31,381
991,85,25,-0.190373333,198,0,1125,46,10,26,63
992,85,65,-0.512833275,253,11,2873,38,19,18,216
993,85,68,-0.635960092,242,1,3057,40,11,16,234
994,85,22,-0.633688442,199,3,995,45,15,16,53
995,85,45,-1,303,1,2057,27,13,1,128
996,86,12,-0.451454183,179,2,502,41,15,19,26
997,86,91,-0.147773031,254,11,3745,38,19,29,455
998,87,46,-0.849495388,197,0,1843,47,10,13,122
999,87,6,-1,120,4,243,40,17,4,11
1000,87,85,-0.635291132,316,1,3349,25,11,16,356
1001,87,33,-1,287,3,1313,29,14,5,85
1002,87,72,-1,273,3,2821,34,14,2,244
1003,87,68,-0.211532107,302,3,2663,28,14,25,213
1004,87,16,0.35303125,173,7,640,46,17,61,25
1005,87,28,0.092663043,214,8,1104,44,17,39,60
1006,87,35,-0.146233383,204,10,1354,46,18,29,84
1007,87,34,0.253997028,302,6,1346,26,16,47,71
1008,87,8,-1,164,0,341,37,13,9,21
1009,87,11,-1,148,0,440,45,13,1,21
1010,87,56,0.030356979,270,8,2185,35,17,36,139
1011,87,30,0.33,266,6,1183,33,16,57,73
1012,87,67,-1,216,6,2591,45,16,9,199
1013,87,45,-0.163686007,258,10,1758,37,19,28,124
1014,87,91,-0.700298211,320,9,3521,24,17,15,454
1015,88,22,-0.515319149,251,13,799,33,20,18,43
1016,88,87,0.358810421,316,1,3186,25,13,61,375
1017,88,88,1,272,1,3210,35,11,100,364
1018,88,8,-0.33,123,0,326,46,13,21,17
1019,88,25,0.751185682,254,13,894,34,20,80,47
1020,88,73,-0.630398453,271,11,2585,35,18,16,226
1021,88,100,-0.1183372,189,11,3879,49,18,30,900
1022,88,31,-0.511633752,305,9,1114,24,19,18,63
1023,88,42,0.33,204,5,1553,46,16,60,100
1024,88,65,-1,288,1,2377,30,11,1,161
1025,88,27,0.784021956,251,1,1002,36,12,82,48
1026,88,43,-0.067910636,265,5,1589,35,16,32,79
1027,88,16,0.070985222,187,0,609,42,10,38,35
1028,88,54,0.33,313,9,1933,25,18,52,140
1029,88,36,0.141991051,253,1,1341,37,12,42,79
1030,88,59,0.271978022,306,14,2093,27,20,48,143
1031,88,89,0.33,189,3,3251,49,14,53,392
1032,88,72,0.818413609,210,1,2616,46,13,83,209
1033,89,72,-0.31198236,226,6,2381,43,16,22,198
1034,89,4,0.822647059,69,0,136,41,11,86,2
1035,89,36,-1,233,9,1198,40,18,2,71
1036,89,22,0.419095745,279,1,752,26,12,64,29
1037,90,80,-0.280225,329,11,2400,21,19,23,230
1038,90,14,-1,159,4,436,43,16,6,28
1039,90,23,0.33,187,1,717,46,12,51,30
1040,90,47,-1,309,7,1436,25,17,1,77
1041,90,43,0.518391144,203,1,1355,46,11,68,88
1042,90,54,-0.01401699,198,2,1648,47,14,34,98
1043,90,81,0.269493366,307,1,2487,27,13,48,229
1044,90,26,-1,301,7,791,23,17,2,38
1045,90,16,-0.165976331,218,1,507,34,12,28,21
1046,90,20,1,211,1,611,39,12,92,32
